YEAR,Rk,Team,Conf,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A,Age,PW,PL,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G
2015,20,Detroit Pistons,E,32,50,0.39,-1,106.22,107.35,-1.14,-1.39,106.23,107.77,-1.54,25.9,38,44,-0.39,-1.39,105.3,106.4,92.8,0.261,0.29,0.515,0.482,12.3,27.7,0.184,0.502,13.2,75,0.192,The Palace of Auburn Hills,"625,917","15,266"
2000,22,Denver Nuggets,W,35,47,0.427,-2.12,104.19,106.44,-2.25,-1.76,104.37,106.23,-1.86,25.9,35,47,0.36,-1.76,103.5,105.8,94.7,0.306,0.202,0.517,0.476,14,29.2,0.222,0.479,13,71.6,0.235,Pepsi Center,"637,698",
2001,22,Boston Celtics,E,36,46,0.439,-2.13,102.41,104.8,-2.39,-2.4,102.45,105.14,-2.68,25.9,35,47,-0.26,-2.4,101.4,103.7,92.6,0.338,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16,72.7,0.256,FleetCenter,"629,201","15,346"
2011,19,Indiana Pacers,E,37,45,0.451,-1.07,105.53,106.73,-1.2,-1.37,105.54,107.07,-1.53,25.9,38,44,-0.3,-1.38,104.8,106,94.7,0.3,0.244,0.533,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237,Conseco Fieldhouse,"555,077","13,538"
2018,19,Detroit Pistons,E,39,43,0.476,-0.15,107.95,108.14,-0.19,-0.26,107.84,108.14,-0.3,25.9,41,41,-0.11,-0.26,107.2,107.3,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,Little Caesars Arena,"713,945","17,413"
2003,11,Houston Rockets,W,43,39,0.524,1.48,104.96,103.5,1.46,1.89,105.07,103.14,1.93,25.9,46,36,0.42,1.89,104.3,102.6,88.8,0.316,0.196,0.522,0.474,14.8,30.3,0.243,0.462,12.6,72.4,0.209,Compaq Center,"565,166","13,785"
2018,20,Milwaukee Bucks,E,44,38,0.537,-0.3,110.67,110.98,-0.31,-0.45,110.7,111.16,-0.46,25.9,40,42,-0.15,-0.45,109.8,110.1,96.2,0.281,0.297,0.571,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,BMO Harris Bradley Center,"685,303","16,856"
2003,8,Indiana Pacers,E,48,34,0.585,3.49,105.28,101.55,3.74,2.79,104.96,101.98,2.98,25.9,51,31,-0.7,2.79,104.6,100.8,91.6,0.344,0.169,0.522,0.469,13.7,29,0.263,0.458,14.3,72.3,0.228,Conseco Fieldhouse,"670,461","16,353"
2007,8,Utah Jazz,W,51,31,0.622,2.87,110.65,107.4,3.25,3.06,110.7,107.24,3.45,25.9,49,33,0.2,3.06,110.1,107,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,EnergySolutions Arena,"802,214","19,566"
2017,8,Boston Celtics,E,53,29,0.646,2.63,111.88,109.16,2.72,2.25,111.81,109.49,2.33,25.9,48,34,-0.39,2.25,111.2,108.4,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,TD Garden,"760,690","18,553"
2005,30,Atlanta Hawks,E,13,69,0.159,-9.71,101.23,111.99,-10.76,-9.62,101.45,112.09,-10.64,26,16,66,0.09,-9.62,100.6,111.1,91.4,0.299,0.146,0.504,0.464,14.9,30.7,0.212,0.513,14,72.1,0.289,Philips Arena,"586,390","14,302"
2000,28,Chicago Bulls,E,17,65,0.207,-9.4,95.5,105.93,-10.43,-9.23,95.42,105.65,-10.23,26,15,67,0.17,-9.23,94.2,104.6,89.4,0.338,0.167,0.49,0.443,18,29.9,0.24,0.484,14.5,69.9,0.24,United Center,"907,064",
2017,29,Brooklyn Nets,E,20,62,0.244,-6.73,104.61,111.34,-6.73,-6.74,104.63,111.37,-6.74,26,24,58,-0.01,-6.74,104.1,110.7,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,Barclays Center,"632,608","15,429"
2018,27,Memphis Grizzlies,W,22,60,0.268,-6.21,105.29,111.85,-6.57,-5.81,105.44,111.59,-6.15,26,25,57,0.39,-5.81,104.5,111,94.9,0.255,0.317,0.539,0.5,14,22.4,0.201,0.529,13.8,76.5,0.256,FedEx Forum,"653,863","15,948"
2016,27,Phoenix Suns,W,23,59,0.28,-6.66,102.94,109.8,-6.86,-6.32,102.95,109.45,-6.5,26,24,58,0.34,-6.32,102.2,109,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,Talking Stick Resort Arena,"701,405","17,107"
2012,29,Cleveland Cavaliers,E,21,45,0.318,-7.2,101.86,109.78,-7.92,-7.34,102.06,110.14,-8.08,26,17,49,-0.14,-7.34,101.1,108.9,91.3,0.307,0.238,0.505,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202,Quicken Loans Arena,"525,577","15,927"
2007,28,Milwaukee Bucks,E,28,54,0.341,-4.38,107.63,112.34,-4.71,-4.44,107.89,112.66,-4.77,26,29,53,-0.06,-4.43,107,111.7,92.3,0.286,0.219,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234,Bradley Center,"663,629","16,186"
2002,22,Cleveland Cavaliers,E,29,53,0.354,-3.33,105.41,109.17,-3.76,-3.53,105.63,109.62,-3.99,26,31,51,-0.19,-3.52,104.6,108.2,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226,Gund Arena,"596,115","14,539"
2015,22,Sacramento Kings,W,29,53,0.354,-3.71,106.01,109.95,-3.94,-3.07,106.24,109.51,-3.27,26,31,51,0.64,-3.07,105.3,109.2,95.4,0.363,0.204,0.542,0.49,14.8,26.5,0.276,0.507,11.8,75.2,0.2,Sleep Train Arena,"680,049","16,587"
2015,25,Charlotte Hornets,E,33,49,0.402,-3.17,100.92,104.44,-3.52,-3.44,100.75,104.55,-3.79,26,32,50,-0.27,-3.44,100.1,103.5,93,0.269,0.226,0.498,0.456,11.2,22.1,0.202,0.487,12,79.3,0.188,Time Warner Cable Arena,"704,886","17,192"
2005,22,Los Angeles Lakers,W,34,48,0.415,-2.96,108.86,112.12,-3.27,-2.33,109.16,111.74,-2.58,26,33,49,0.64,-2.32,108.1,111.4,90.8,0.322,0.273,0.535,0.485,13.4,29.5,0.251,0.493,11,71.1,0.218,STAPLES Center,"770,494","18,793"
2014,19,Denver Nuggets,W,36,46,0.439,-2.15,106.59,108.79,-2.2,-1.4,106.75,108.17,-1.43,26,35,47,0.75,-1.4,106,108.2,98.1,0.306,0.278,0.536,0.497,14,27.5,0.222,0.5,12.8,74.5,0.233,Pepsi Center,"692,898","16,900"
2004,13,Seattle SuperSonics,W,37,45,0.451,-0.63,108.11,108.79,-0.69,0.02,108.41,108.38,0.03,26,39,43,0.66,0.02,107.3,108,89.9,0.27,0.294,0.54,0.501,13.9,27.2,0.207,0.487,13.9,68.5,0.237,KeyArena at Seattle Center,"625,474","15,154"
2010,16,Houston Rockets,W,42,40,0.512,-0.37,108.37,108.79,-0.42,-0.01,108.4,108.45,-0.04,26,40,42,0.35,-0.02,107.6,108,94,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215,Toyota Center,"677,658","16,528"
2001,17,Orlando Magic,E,43,39,0.524,0.99,104.05,102.99,1.06,0.38,103.9,103.51,0.39,26,44,38,-0.6,0.39,103.2,102.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29,TD Waterhouse Centre,"605,031","14,757"
2007,10,Toronto Raptors,E,47,35,0.573,0.99,107.92,106.56,1.36,0.61,107.84,106.91,0.93,26,44,38,-0.38,0.61,107,106,92.6,0.303,0.224,0.55,0.504,13,22.2,0.239,0.503,14.3,74.5,0.219,Air Canada Centre,"748,603","18,259"
2016,9,Charlotte Hornets,E,48,34,0.585,2.72,107.72,105.01,2.71,2.36,107.67,105.33,2.34,26,49,33,-0.36,2.36,107.1,104.3,95.7,0.28,0.348,0.545,0.502,11.7,20,0.222,0.496,12.5,79.8,0.191,Time Warner Cable Arena,"716,894","17,485"
2007,5,Chicago Bulls,E,49,33,0.598,5.01,105.71,100.32,5.39,4.52,105.36,100.5,4.86,26,55,27,-0.49,4.52,104.9,99.6,93.6,0.313,0.186,0.534,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,United Center,"912,364","22,253"
2017,9,Washington Wizards,E,49,33,0.598,1.8,111.98,110.06,1.92,1.36,111.96,110.49,1.46,26,46,36,-0.45,1.36,111.2,109.3,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,0.524,13.8,75.5,0.213,Verizon Center,"697,107","17,003"
2004,8,Memphis Grizzlies,W,50,32,0.61,2.44,105.56,102.97,2.6,2.95,105.58,102.41,3.16,26,48,34,0.52,2.95,104.8,102.2,91.4,0.322,0.197,0.522,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251,Pyramid Arena,"622,723","15,188"
2005,7,Seattle SuperSonics,W,52,30,0.634,2.29,113.09,110.41,2.68,2.59,113.33,110.34,2.99,26,48,34,0.3,2.59,112.2,109.6,87.9,0.328,0.281,0.546,0.495,13,32.4,0.259,0.496,12.9,71.3,0.249,KeyArena at Seattle Center,"675,490","16,475"
2013,1,Oklahoma City Thunder,W,60,22,0.732,9.21,113.3,103.35,9.95,9.15,113.21,103.33,9.89,26,64,18,-0.06,9.15,112.4,102.6,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197,Chesapeake Energy Arena,"746,323","18,203"
2001,26,Atlanta Hawks,E,25,57,0.305,-5.21,99.51,105.17,-5.66,-5.55,99.38,105.43,-6.04,26.1,26,56,-0.34,-5.55,98.7,104.3,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.206,0.472,13.8,70.8,0.249,Philips Arena,"560,330",
2012,28,New Jersey Nets,E,22,44,0.333,-5.98,103.77,110.52,-6.75,-6.37,103.99,111.17,-7.18,26.1,19,47,-0.39,-6.37,102.9,109.6,90.1,0.269,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,Prudential Center,"460,719","13,961"
2009,15,Philadelphia 76ers,E,41,41,0.5,0.07,108.79,108.79,0,0.16,108.89,108.79,0.1,26.1,41,41,0.09,0.16,107.9,107.8,90,0.339,0.164,0.532,0.485,13.4,31.3,0.253,0.507,14.9,71.4,0.216,Wachovia Center,"647,898","15,802"
2002,15,Indiana Pacers,E,42,40,0.512,0.27,105.09,104.59,0.5,-0.07,105.08,104.98,0.1,26.1,42,40,-0.34,-0.07,104.1,103.8,91.9,0.328,0.182,0.527,0.477,14.2,27,0.253,0.469,13.2,71,0.227,Conseco Fieldhouse,"686,537","16,745"
2015,11,Toronto Raptors,E,49,33,0.598,3.07,112.06,108.69,3.37,2.45,112.07,109.35,2.72,26.1,49,33,-0.62,2.45,111,107.7,92.8,0.295,0.302,0.553,0.508,12,25.6,0.232,0.506,13.4,73.3,0.208,Air Canada Centre,"809,824","19,752"
2017,6,Toronto Raptors,E,51,31,0.622,4.21,113.2,108.68,4.51,3.65,113.07,109.14,3.93,26.1,52,30,-0.56,3.65,112.3,107.8,94.7,0.293,0.289,0.561,0.517,11.8,25,0.233,0.507,13.5,76.3,0.223,Air Canada Centre,"813,050","19,830"
2002,6,New Jersey Nets,E,52,30,0.634,4.16,104.78,100.28,4.5,3.67,104.65,100.71,3.94,26.1,53,29,-0.49,3.67,104,99.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,Continental Airlines Arena,"564,194","13,761"
2013,5,Denver Nuggets,W,57,25,0.695,5.09,111.23,105.97,5.26,5.37,111.34,105.76,5.58,26.1,55,27,0.28,5.37,110.4,105.1,95.1,0.308,0.217,0.549,0.515,13.6,31.4,0.216,0.493,14.3,71.8,0.193,Pepsi Center,"730,616","17,820"
2007,29,Memphis Grizzlies,W,22,60,0.268,-5.15,107.37,112.95,-5.58,-4.44,107.74,112.54,-4.81,26.2,27,55,0.71,-4.44,106.9,112.3,93.6,0.374,0.211,0.555,0.504,15.2,25.9,0.285,0.529,14,71.1,0.237,FedEx Forum,"600,836","14,655"
2001,24,Vancouver Grizzlies,W,23,59,0.28,-5.73,100.04,106.39,-6.35,-4.94,100.24,105.72,-5.47,26.2,25,57,0.79,-4.94,99.6,105.8,91.7,0.289,0.145,0.51,0.464,14.9,26.1,0.223,0.491,13.8,69.8,0.194,General Motors Place,"563,218","13,737"
2004,26,Atlanta Hawks,E,28,54,0.341,-4.65,101.91,107.01,-5.11,-5,102.02,107.51,-5.49,26.2,28,54,-0.36,-5,101,106.1,90.8,0.303,0.191,0.514,0.465,15.4,28.6,0.235,0.476,13.1,70.5,0.234,Philips Arena,"565,728","13,798"
2007,24,Philadelphia 76ers,E,35,47,0.427,-3.02,104.42,107.77,-3.35,-3.26,104.43,108.04,-3.61,26.2,32,50,-0.23,-3.26,103.6,106.9,90.7,0.333,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221,Wachovia Center,"608,603","14,844"
2012,19,Milwaukee Bucks,E,31,35,0.47,0.27,106.07,105.73,0.34,-0.23,106.13,106.34,-0.21,26.2,34,32,-0.5,-0.23,105.5,105.2,93.7,0.25,0.224,0.521,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,Bradley Center,"485,717","14,719"
2010,19,Chicago Bulls,E,41,41,0.5,-1.63,104.24,106.03,-1.79,-1.63,104.29,106.08,-1.79,26.2,36,46,0,-1.64,103.5,105.3,93.1,0.287,0.156,0.52,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,United Center,"849,760","20,726"
2012,16,Houston Rockets,W,34,32,0.515,0.23,106.42,106.11,0.31,0.57,106.27,105.58,0.69,26.2,34,32,0.35,0.57,105.5,105.2,91.7,0.235,0.24,0.529,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,Toyota Center,"506,994","15,363"
2018,13,Indiana Pacers,E,48,34,0.585,1.38,110.24,108.8,1.44,1.18,110.17,108.94,1.24,26.2,45,37,-0.2,1.18,109.5,108.1,96,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,Bankers Life Fieldhouse,"658,119","16,052"
2014,11,Phoenix Suns,W,48,34,0.585,2.63,110.26,107.54,2.72,3.02,110.35,107.23,3.12,26.2,48,34,0.39,3.02,109.5,106.7,95.8,0.293,0.3,0.558,0.519,14,26.4,0.222,0.496,13.9,73.7,0.237,US Airways Center,"650,739","15,872"
2002,9,Boston Celtics,E,49,33,0.598,2.21,104.1,101.7,2.4,1.74,103.95,102.08,1.87,26.2,48,34,-0.46,1.75,103.4,101,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245,FleetCenter,"659,751","16,091"
2014,3,Oklahoma City Thunder,W,59,23,0.72,6.34,111.32,104.6,6.71,6.65,111.29,104.26,7.04,26.2,58,24,0.32,6.66,110.5,103.9,95.4,0.303,0.271,0.566,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,Chesapeake Energy Arena,"746,323","18,203"
2009,29,Sacramento Kings,W,17,65,0.207,-8.76,106.3,115.64,-9.34,-8.59,106.32,115.5,-9.18,26.3,19,63,0.16,-8.6,105.5,114.7,94.2,0.315,0.238,0.542,0.491,14.3,24.5,0.252,0.526,13,69.9,0.269,ARCO Arena (II),"520,169","12,687"
2018,29,Sacramento Kings,W,27,55,0.329,-6.99,104.47,111.9,-7.43,-6.59,104.6,111.62,-7.02,26.3,23,59,0.39,-6.6,103.7,111.1,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,0.542,13.5,77.6,0.199,Golden 1 Center,"714,680","17,431"
2018,23,New York Knicks,E,29,53,0.354,-3.56,107.72,111.36,-3.65,-3.53,107.77,111.38,-3.61,26.3,32,50,0.03,-3.53,107.1,110.7,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.2,76.7,0.208,Madison Square Garden (IV),"792,608","19,332"
2012,27,Detroit Pistons,E,25,41,0.379,-4.79,102.13,107.48,-5.35,-5.18,102.33,108.11,-5.78,26.3,22,44,-0.4,-5.19,101,106.3,89.2,0.279,0.175,0.51,0.468,15,28.1,0.21,0.5,14.2,72.8,0.226,The Palace of Auburn Hills,"475,638","14,413"
2008,22,Charlotte Bobcats,E,32,50,0.39,-4.38,105.39,110.22,-4.83,-4.48,105.43,110.36,-4.93,26.3,29,53,-0.11,-4.49,104.6,109.4,91.8,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71,0.235,Charlotte Bobcats Arena,"603,403","14,717"
2000,19,Houston Rockets,W,34,48,0.415,-0.87,105.53,106.55,-1.02,-0.56,105.72,106.41,-0.69,26.3,39,43,0.3,-0.57,104.8,105.7,94.2,0.322,0.244,0.536,0.494,15.8,29.1,0.236,0.481,12.5,71.6,0.201,Compaq Center,"624,594",
2009,19,Milwaukee Bucks,E,34,48,0.415,-1.09,107.44,108.61,-1.18,-0.87,107.6,108.54,-0.94,26.3,38,44,0.21,-0.88,106.7,107.9,92.6,0.306,0.208,0.531,0.483,13.1,27.8,0.239,0.503,15.6,74,0.315,Bradley Center,"630,976","15,390"
2006,24,New Orleans Hornets,W,38,44,0.463,-2.82,104.5,107.77,-3.27,-2.51,104.62,107.56,-2.94,26.3,33,49,0.31,-2.51,103.7,106.8,89,0.339,0.138,0.515,0.464,12.9,26.9,0.257,0.502,14.3,73.4,0.243,Ford Center,"744,920","18,717"
2000,17,Dallas Mavericks,W,40,42,0.488,-0.57,107.33,107.86,-0.52,-0.28,107.59,107.8,-0.22,26.3,39,43,0.29,-0.29,106.6,107.2,94.9,0.248,0.188,0.532,0.49,12.6,25.5,0.2,0.488,14.2,66.1,0.21,Reunion Arena,"606,177",
2014,10,Minnesota Timberwolves,W,40,42,0.488,2.67,109.41,106.7,2.7,3.1,109.4,106.25,3.15,26.3,48,34,0.43,3.1,108.9,106.2,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,Target Center,"597,157","14,565"
2000,15,Orlando Magic,E,41,41,0.5,0.68,103.35,102.37,0.97,0.43,103.13,102.44,0.69,26.3,43,39,-0.26,0.43,102.4,101.7,97.3,0.305,0.124,0.516,0.473,15.4,31.6,0.224,0.476,15.9,69.9,0.226,TD Waterhouse Centre,"576,409",
2008,12,Toronto Raptors,E,41,41,0.5,2.9,111.06,107.46,3.6,2.47,110.99,107.86,3.12,26.3,49,33,-0.44,2.47,110.2,107,90.2,0.247,0.217,0.551,0.511,11.4,23.4,0.2,0.505,13.5,75,0.205,Air Canada Centre,"796,835","19,435"
2013,13,Utah Jazz,W,43,39,0.524,-0.09,107.42,107.5,-0.08,0.3,107.49,107.15,0.34,26.3,41,41,0.38,0.3,106.7,106.8,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,0.501,14,73.2,0.226,EnergySolutions Arena,"763,915","18,632"
2014,15,Washington Wizards,E,44,38,0.537,1.27,106.75,105.45,1.3,0.47,106.46,105.99,0.47,26.3,45,37,-0.79,0.48,106,104.6,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,Verizon Center,"698,068","17,026"
2012,10,New York Knicks,E,36,30,0.545,3.2,105.51,101.86,3.64,2.39,105.45,102.7,2.75,26.3,41,25,-0.81,2.39,104.4,101,93.2,0.306,0.288,0.533,0.492,14.9,26.6,0.227,0.485,15.9,73.7,0.224,Madison Square Garden (IV),"652,179","19,763"
2005,8,Memphis Grizzlies,W,45,37,0.549,2.29,106.5,103.89,2.61,2.63,106.57,103.6,2.97,26.3,48,34,0.34,2.64,105.5,102.9,88.5,0.323,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,FedEx Forum,"691,362","16,862"
2011,13,New Orleans Hornets,W,46,36,0.561,0.89,107.25,106.19,1.06,1.28,107.18,105.7,1.48,26.3,44,38,0.39,1.28,106.2,105.2,88.7,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22,New Orleans Arena,"603,088","14,709"
2014,4,Golden State Warriors,W,51,31,0.622,4.8,108.05,103.07,4.98,5.15,107.93,102.59,5.34,26.3,54,28,0.34,5.15,107.5,102.6,96.2,0.247,0.291,0.55,0.517,13.8,25.1,0.186,0.477,13.6,76.3,0.224,Oracle Arena,"803,436","19,596"
2012,8,Indiana Pacers,E,42,24,0.636,3.3,107.63,103.94,3.69,2.59,107.68,104.77,2.91,26.3,41,25,-0.71,2.6,106.7,103.1,90.7,0.321,0.198,0.526,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,Bankers Life Fieldhouse,"467,561","14,169"
2016,5,Toronto Raptors,E,56,26,0.683,4.5,111.11,106.16,4.95,4.08,111.18,106.68,4.5,26.3,53,29,-0.42,4.08,110,105.2,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,Air Canada Centre,"812,863","19,826"
2015,21,Denver Nuggets,W,30,52,0.366,-3.55,105.11,108.68,-3.57,-3.07,105.16,108.22,-3.07,26.4,31,51,0.48,-3.07,104.5,108.2,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.204,0.504,13,74.7,0.239,Pepsi Center,"602,707","14,700"
2013,19,Minnesota Timberwolves,W,31,51,0.378,-2.37,103.61,106.23,-2.63,-1.83,103.66,105.7,-2.04,26.4,34,48,0.54,-1.83,102.9,105.4,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,0.511,15,74,0.187,Target Center,"669,956","16,340"
2004,20,Boston Celtics,E,36,46,0.439,-1.45,102.76,104.39,-1.63,-1.99,102.66,104.89,-2.23,26.4,37,45,-0.54,-1.99,102.1,103.7,93.2,0.327,0.249,0.532,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24,FleetCenter,"664,248","16,201"
2013,20,Milwaukee Bucks,E,38,44,0.463,-1.5,104.28,106.02,-1.74,-1.82,104.2,106.29,-2.09,26.4,37,45,-0.33,-1.83,103.6,105.2,94.7,0.236,0.232,0.51,0.476,12.7,27.9,0.174,0.492,14.4,71.3,0.201,BMO Harris Bradley Center,"616,469","15,036"
2007,18,New Orleans Hornets,W,39,43,0.476,-1.57,105.68,107.51,-1.83,-1.2,105.78,107.19,-1.41,26.4,36,46,0.38,-1.19,104.8,106.5,90.2,0.291,0.188,0.52,0.479,13.6,29.1,0.215,0.499,13.2,74.7,0.212,Ford Center,"731,165","17,954"
2004,15,Miami Heat,E,42,40,0.512,0.52,102.92,102.48,0.43,-0.13,102.81,103.08,-0.28,26.4,43,39,-0.65,-0.13,102.2,101.7,88,0.298,0.211,0.51,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26,AmericanAirlines Arena,"624,809","15,239"
2005,18,Philadelphia 76ers,E,43,39,0.524,-0.74,104,104.86,-0.86,-1.08,103.82,105.03,-1.21,26.4,39,43,-0.33,-1.07,103.5,104.3,94.9,0.326,0.216,0.528,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267,Wachovia Center,"732,686","17,870"
2010,14,Milwaukee Bucks,E,46,36,0.561,1.7,105.74,103.81,1.94,1.38,105.68,104.09,1.59,26.4,46,36,-0.32,1.37,104.9,103.1,91.7,0.239,0.259,0.518,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266,Bradley Center,"619,453","15,109"
2011,2,Chicago Bulls,E,62,20,0.756,7.32,109.3,101.07,8.23,6.53,109.02,101.65,7.37,26.4,61,21,-0.79,6.53,108.3,100.3,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222,United Center,"893,462","21,792"
2016,29,Los Angeles Lakers,W,17,65,0.207,-9.56,102.29,112.4,-10.12,-8.92,102.49,111.92,-9.43,26.5,17,65,0.64,-8.92,101.6,111.6,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,STAPLES Center,"778,877","18,997"
2003,26,Miami Heat,E,25,57,0.305,-5.05,97.53,103.31,-5.78,-5.13,97.37,103.23,-5.87,26.5,25,57,-0.08,-5.13,96.7,102.4,87.8,0.259,0.169,0.483,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257,AmericanAirlines Arena,"628,242","15,323"
2002,17,Phoenix Suns,W,36,46,0.439,-0.68,104.07,104.71,-0.64,-0.3,103.98,104.19,-0.21,26.5,39,43,0.39,-0.3,103.3,104,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,America West Arena,"668,939","16,316"
2005,23,Orlando Magic,E,36,46,0.439,-2.24,105.7,108.01,-2.31,-2.52,105.73,108.33,-2.6,26.5,35,47,-0.27,-2.52,104.9,107.3,94.7,0.35,0.137,0.529,0.478,14.6,29.9,0.265,0.484,13.2,71.3,0.255,TD Waterhouse Centre,"597,942","14,584"
2009,18,Indiana Pacers,E,36,46,0.439,-1.11,108.76,109.88,-1.12,-0.76,109.13,109.86,-0.73,26.5,38,44,0.35,-0.76,108.1,109.2,96.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271,Conseco Fieldhouse,"581,472","14,182"
2017,14,Charlotte Hornets,E,36,46,0.439,0.2,109.57,109.31,0.25,-0.06,109.53,109.55,-0.02,26.5,42,40,-0.26,-0.07,108.8,108.6,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164,Spectrum Center,"710,643","17,333"
2006,22,Philadelphia 76ers,E,38,44,0.463,-1.95,106.89,109,-2.1,-2.11,106.79,109.06,-2.27,26.5,35,47,-0.15,-2.1,106,108.1,92.7,0.356,0.158,0.538,0.487,13.3,25.6,0.27,0.5,14.3,71.3,0.24,Wachovia Center,"677,278","16,519"
2004,12,Milwaukee Bucks,E,41,41,0.5,1.06,107.28,106.09,1.19,0.42,107.34,106.85,0.49,26.5,44,38,-0.64,0.42,106.5,105.4,91.6,0.33,0.172,0.528,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213,Bradley Center,"690,180","16,834"
2017,12,Miami Heat,E,41,41,0.5,1.06,108.73,107.65,1.09,0.78,108.62,107.84,0.79,26.5,44,38,-0.29,0.77,107.8,106.7,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,AmericanAirlines Arena,"805,400","19,644"
2005,15,Cleveland Cavaliers,E,42,40,0.512,0.79,107.58,106.68,0.89,0.27,107.5,107.17,0.33,26.5,43,39,-0.52,0.27,106.6,105.7,89.7,0.325,0.135,0.518,0.47,13,32.5,0.244,0.485,14.1,71.5,0.248,Gund Arena,"784,249","19,128"
2006,11,Washington Wizards,E,42,40,0.512,1.85,110.01,107.93,2.08,1.56,109.91,108.14,1.76,26.5,46,36,-0.29,1.57,109.3,107.3,92.3,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,MCI Center,"705,062","17,197"
2011,11,Houston Rockets,W,43,39,0.524,2.18,112.02,109.67,2.35,2.37,112.07,109.51,2.56,26.5,47,35,0.19,2.37,111.3,109,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.219,Toyota Center,"663,839","16,191"
2018,16,Miami Heat,E,44,38,0.537,0.48,107.63,107.12,0.51,0.15,107.47,107.28,0.18,26.5,42,40,-0.33,0.15,106.8,106.3,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79,0.215,AmericanAirlines Arena,"804,850","19,630"
