YEAR,Rk,Team,Conf,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A,Age,PW,PL,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G
2003,2,Sacramento Kings,W,59,23,0.72,6.5,106.45,99.5,6.95,6.68,106.36,99.2,7.16,28.3,59,23,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,ARCO Arena (II),"709,997","17,317"
2008,3,Detroit Pistons,E,59,23,0.72,7.39,112.09,103.64,8.45,6.67,111.76,104.09,7.66,28.3,62,20,-0.72,6.67,111.4,102.9,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,The Palace of Auburn Hills,"905,116","22,076"
2003,20,Washington Wizards,E,37,45,0.451,-1.01,103.82,105.06,-1.25,-1.47,103.75,105.49,-1.74,28.4,38,44,-0.46,-1.47,103,104.1,88.2,0.325,0.127,0.513,0.46,13,27.3,0.253,0.477,13.8,71.6,0.212,MCI Center,"827,093","20,173"
2016,12,Miami Heat,E,48,34,0.585,1.65,107.01,105.34,1.67,1.5,107.08,105.56,1.52,28.4,46,36,-0.14,1.5,106.1,104.4,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,AmericanAirlines Arena,"809,350","19,740"
2010,5,Los Angeles Lakers,W,57,25,0.695,4.72,109.51,104.57,4.93,4.78,109.32,104.32,5,28.4,54,28,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,"778,877","18,997"
2003,3,San Antonio Spurs,W,60,22,0.732,5.41,106.25,100.29,5.96,5.65,106.2,99.99,6.22,28.4,57,25,0.23,5.65,105.6,99.7,90,0.348,0.202,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,SBC Center,"735,970","17,950"
2008,27,Los Angeles Clippers,W,23,59,0.28,-7.27,101.63,109.76,-8.14,-6.56,101.66,109.05,-7.38,28.5,21,61,0.71,-6.56,101.2,109.1,92.1,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236,STAPLES Center,"692,408","16,888"
2015,24,Miami Heat,E,37,45,0.451,-2.6,104.86,107.91,-3.05,-2.92,104.99,108.36,-3.37,28.5,33,49,-0.32,-2.92,103.9,106.7,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.227,0.505,14.2,73.4,0.213,AmericanAirlines Arena,"808,223","19,713"
2000,13,Seattle SuperSonics,W,45,37,0.549,0.95,106.19,105.33,0.87,1.17,106.32,105.21,1.11,28.5,44,38,0.22,1.17,105.6,104.6,93.4,0.282,0.232,0.52,0.487,12.9,28.5,0.196,0.483,14,69.6,0.193,KeyArena at Seattle Center,"615,730",
2014,13,Memphis Grizzlies,W,50,32,0.61,1.57,107.12,105.47,1.66,2.17,107.18,104.89,2.29,28.5,46,36,0.61,2.18,106.3,104.6,89.9,0.248,0.171,0.529,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199,FedEx Forum,"685,458","16,718"
2008,11,Denver Nuggets,W,50,32,0.61,3.71,110.46,106.95,3.51,3.74,110.48,106.93,3.55,28.5,51,31,0.03,3.74,110,106.3,99.7,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,Pepsi Center,"711,962","17,365"
2010,6,Phoenix Suns,W,54,28,0.659,4.9,116.11,110.94,5.16,4.68,116.06,111.13,4.93,28.5,54,28,-0.23,4.67,115.3,110.2,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,US Airways Center,"723,582","17,648"
2002,3,San Antonio Spurs,W,58,24,0.707,6.21,107.35,100.38,6.97,6.27,107.06,100.01,7.05,28.5,59,23,0.07,6.28,106.5,99.7,90,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189,Alamodome,"906,390","22,107"
2005,1,San Antonio Spurs,W,59,23,0.72,7.8,108.45,99.59,8.85,7.84,108.18,99.31,8.87,28.5,63,19,0.03,7.84,107.5,98.8,88.9,0.329,0.216,0.534,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,SBC Center,"750,970","18,316"
2006,2,Detroit Pistons,E,64,18,0.78,6.67,111.59,103.9,7.69,6.23,111.35,104.15,7.2,28.5,60,22,-0.44,6.24,110.8,103.1,86.8,0.297,0.221,0.535,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,The Palace of Auburn Hills,"905,116","22,076"
2015,23,Brooklyn Nets,E,38,44,0.463,-2.88,105.15,108.19,-3.05,-3.13,105.17,108.48,-3.31,28.6,33,49,-0.25,-3.13,104.4,107.4,92.7,0.267,0.24,0.529,0.491,13,23.9,0.2,0.506,12.9,73.7,0.185,Barclays Center,"698,529","17,037"
2015,15,Washington Wizards,E,46,36,0.561,0.72,104.56,103.73,0.83,0.17,104.38,104.13,0.25,28.6,43,39,-0.55,0.17,103.7,103,93.7,0.259,0.203,0.534,0.499,14,24.9,0.192,0.481,12.9,77.3,0.21,Verizon Center,"747,796","18,239"
2014,14,Chicago Bulls,E,48,34,0.585,1.85,103.49,101.4,2.09,1.19,103.12,101.72,1.4,28.6,47,35,-0.66,1.2,102.5,100.5,90.2,0.29,0.222,0.518,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,United Center,"890,370","21,716"
2006,13,New Jersey Nets,E,49,33,0.598,1.37,104.66,103.24,1.42,1.11,104.24,103.1,1.15,28.6,45,37,-0.26,1.11,103.9,102.4,89.8,0.346,0.229,0.528,0.478,13.3,24,0.262,0.476,14,76.3,0.266,Continental Airlines Arena,"691,543","16,867"
2013,12,Brooklyn Nets,E,49,33,0.598,1.78,109.1,107.14,1.96,1.25,109.1,107.71,1.39,28.6,46,36,-0.53,1.25,108.2,106.2,88.8,0.299,0.269,0.536,0.498,14,30.9,0.219,0.503,13.1,73.7,0.174,Barclays Center,"704,702","17,188"
2001,10,Phoenix Suns,W,51,31,0.622,2.21,101.12,98.67,2.45,2.63,100.94,98.03,2.91,28.6,48,34,0.42,2.63,100.3,98,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,America West Arena,"737,586","17,990"
2000,4,Phoenix Suns,W,53,29,0.646,5.22,105.04,99.66,5.38,5.24,104.9,99.48,5.41,28.6,56,26,0.02,5.24,104.6,99,94,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245,America West Arena,"773,115",
2013,3,San Antonio Spurs,W,58,24,0.707,6.4,109.11,102.26,6.85,6.67,109.05,101.9,7.14,28.6,58,24,0.27,6.67,108.3,101.6,94.2,0.258,0.264,0.568,0.531,14,20.5,0.204,0.48,13.7,74.9,0.179,AT&T Center,"755,700","18,432"
2000,10,Charlotte Hornets,E,49,33,0.598,2.67,105,102.22,2.79,2.34,104.84,102.41,2.43,28.7,49,33,-0.34,2.33,104.3,101.4,93.9,0.376,0.153,0.53,0.475,13.7,25.7,0.285,0.478,14.6,73.2,0.198,Charlotte Coliseum,"732,827",
2010,4,San Antonio Spurs,W,50,32,0.61,5.09,110.61,105.17,5.44,5.07,110.49,105.07,5.42,28.7,55,27,-0.02,5.07,110,104.5,91.7,0.296,0.232,0.552,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214,AT&T Center,"741,676","18,090"
2006,19,Houston Rockets,W,34,48,0.415,-1.59,102.41,104.42,-2.02,-1.31,102.5,104.2,-1.7,28.8,36,46,0.28,-1.3,101.6,103.3,88,0.317,0.226,0.519,0.471,14.3,25.5,0.24,0.472,13.1,74.6,0.247,Toyota Center,"636,110","15,515"
2015,10,Chicago Bulls,E,50,32,0.61,3,108.48,105.11,3.37,2.54,108.42,105.53,2.88,28.8,50,32,-0.46,2.54,107.5,104.3,92.8,0.304,0.269,0.536,0.489,12.9,27,0.238,0.473,11.3,74.4,0.182,United Center,"886,612","21,625"
2013,4,Los Angeles Clippers,W,56,26,0.683,6.45,111.62,104.47,7.16,6.43,111.58,104.44,7.13,28.8,59,23,-0.02,6.43,110.6,103.6,91.1,0.286,0.265,0.557,0.526,13.9,28.8,0.203,0.492,15.4,73.5,0.229,STAPLES Center,"788,293","19,227"
2015,2,Los Angeles Clippers,W,56,26,0.683,6.59,113.21,106.22,6.98,6.8,113.35,106.14,7.21,28.8,58,24,0.22,6.8,112.4,105.5,94.7,0.303,0.322,0.565,0.533,11.6,22.8,0.215,0.493,13.2,75.7,0.231,STAPLES Center,"785,892","19,168"
2018,3,Golden State Warriors,W,58,24,0.707,5.98,114.31,108.43,5.88,5.79,114.33,108.62,5.7,28.8,56,26,-0.19,5.79,113.6,107.6,99.6,0.239,0.339,0.603,0.569,14.1,21,0.195,0.504,12.6,76.3,0.186,Oracle Arena,"803,436","19,596"
2011,4,San Antonio Spurs,W,61,21,0.744,5.71,112.31,106.23,6.07,5.86,112.22,105.97,6.25,28.8,56,26,0.16,5.86,111.8,105.6,92.3,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19,AT&T Center,"750,879","18,314"
2012,17,Phoenix Suns,W,33,33,0.5,-0.24,106.96,107.1,-0.13,0.29,106.96,106.52,0.45,28.9,32,34,0.53,0.29,106.2,106.5,92.6,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2,US Airways Center,"514,718","15,598"
2002,18,Milwaukee Bucks,E,41,41,0.5,-0.22,107.78,108,-0.22,-0.62,107.93,108.6,-0.68,28.9,40,42,-0.4,-0.62,106.9,107.1,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12,70.9,0.217,Bradley Center,"745,305","18,178"
2008,9,Dallas Mavericks,W,51,31,0.622,4.54,111.9,106.82,5.08,4.7,112.02,106.77,5.25,28.9,54,28,0.16,4.7,111.1,106.1,90.2,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75,0.252,American Airlines Center,"831,738","20,286"
2014,1,San Antonio Spurs,W,62,20,0.756,7.72,111.09,102.93,8.16,7.99,110.98,102.53,8.45,28.9,61,21,0.28,8,110.5,102.4,95,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,AT&T Center,"755,031","18,415"
2002,12,Philadelphia 76ers,E,43,39,0.524,1.6,103.12,101.42,1.7,1.27,103.02,101.69,1.33,29,46,36,-0.33,1.27,102.1,100.3,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208,First Union Center,"842,976","20,560"
2005,11,Minnesota Timberwolves,W,44,38,0.537,1.45,108.99,107.35,1.64,1.73,108.98,107.05,1.93,29,45,37,0.28,1.73,108.2,106.6,89.1,0.275,0.173,0.534,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208,Target Center,"704,438","17,181"
2002,8,Portland Trail Blazers,W,49,33,0.598,2.99,108.2,104.84,3.36,3.2,108.13,104.52,3.61,29,50,32,0.22,3.21,107.4,104,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202,Rose Garden Arena,"797,821","19,459"
2003,5,Detroit Pistons,E,50,32,0.61,3.68,104.84,100.71,4.14,2.98,104.48,101.11,3.36,29,52,30,-0.71,2.97,104.1,99.9,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74,0.225,The Palace of Auburn Hills,"839,278","20,470"
2009,11,Dallas Mavericks,W,50,32,0.61,1.98,111.2,109.14,2.06,1.68,111.03,109.29,1.74,29,47,35,-0.3,1.68,110.5,108.4,91.5,0.274,0.241,0.55,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,American Airlines Center,"821,723","20,042"
2007,6,Detroit Pistons,E,53,29,0.646,4.16,109.8,104.87,4.93,3.68,109.72,105.33,4.39,29,53,29,-0.47,3.69,108.9,104.2,87.3,0.307,0.201,0.535,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234,The Palace of Auburn Hills,"905,116","22,076"
2011,1,Miami Heat,E,58,24,0.707,7.46,112.62,104.35,8.27,6.76,112.43,104.94,7.49,29,61,21,-0.71,6.76,111.7,103.5,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.279,0.475,12.6,75.5,0.223,AmericanAirlines Arena,"810,930","19,779"
2013,17,Boston Celtics,E,41,40,0.506,-0.22,104.07,104.4,-0.32,-0.62,103.77,104.51,-0.75,29.1,40,41,-0.4,-0.62,103.1,103.3,91.7,0.263,0.215,0.542,0.503,14.1,20.1,0.204,0.482,14.2,73.3,0.216,TD Garden,"744,960","18,624"
2003,14,New Orleans Hornets,E,47,35,0.573,2.11,104.61,102.28,2.33,1.52,104.36,102.68,1.69,29.1,47,35,-0.59,1.52,103.9,101.6,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.219,0.464,14,73.1,0.226,New Orleans Arena,"641,683","15,651"
2003,7,Portland Trail Blazers,W,50,32,0.61,2.61,106.41,103.58,2.83,2.98,106.52,103.29,3.23,29.2,49,33,0.36,2.97,105.5,102.6,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.194,Rose Garden Arena,"796,258","19,421"
2017,7,Cleveland Cavaliers,E,51,31,0.622,3.18,114.25,110.99,3.27,2.88,114.33,111.38,2.95,29.2,49,33,-0.31,2.87,113.6,110.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,Quicken Loans Arena,"843,042","20,562"
2000,9,Miami Heat,E,52,30,0.634,3.11,105.39,102.08,3.31,2.75,105.16,102.24,2.92,29.2,50,32,-0.36,2.75,104.5,101,89.7,0.283,0.186,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229,AmericanAirlines Arena,"706,725",
2006,6,Miami Heat,E,52,30,0.634,3.87,109.53,105.34,4.19,3.59,109.28,105.38,3.9,29.2,52,30,-0.27,3.59,108.7,104.5,91.6,0.363,0.227,0.556,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,AmericanAirlines Arena,"818,149","19,955"
2001,6,Los Angeles Lakers,W,56,26,0.683,3.38,109.15,105.56,3.59,3.74,109.33,105.33,4.01,29.2,51,31,0.37,3.74,108.4,104.8,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234,STAPLES Center,"776,336","18,935"
2000,1,Los Angeles Lakers,W,67,15,0.817,8.55,107.85,98.79,9.05,8.41,107.66,98.75,8.92,29.2,64,18,-0.14,8.41,107.3,98.2,93.3,0.346,0.153,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222,STAPLES Center,"771,420",
2002,19,Toronto Raptors,E,42,40,0.512,-0.44,103.37,104.04,-0.67,-0.71,103.39,104.37,-0.98,29.3,40,42,-0.27,-0.71,102.6,103.1,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,Air Canada Centre,"810,160","19,760"
2003,16,Milwaukee Bucks,E,42,40,0.512,0.23,109.62,109.36,0.26,-0.24,109.72,109.97,-0.25,29.3,42,40,-0.48,-0.24,108.8,108.6,90.4,0.287,0.229,0.543,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237,Bradley Center,"665,966","16,243"
2007,19,Miami Heat,E,44,38,0.537,-0.91,105.25,106.36,-1.12,-1.21,105.23,106.67,-1.44,29.3,38,44,-0.29,-1.21,104.3,105.3,89.9,0.321,0.245,0.541,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.232,AmericanAirlines Arena,"808,541","19,721"
2000,18,Toronto Raptors,E,45,37,0.549,-0.16,105.46,105.53,-0.06,-0.46,105.32,105.71,-0.39,29.3,41,41,-0.3,-0.46,104.7,104.9,92.5,0.3,0.17,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247,Air Canada Centre,"756,496",
2018,8,San Antonio Spurs,W,47,35,0.573,2.89,108.49,105.36,3.13,2.89,108.35,105.23,3.12,29.3,49,33,0,2.89,107.9,104.8,95,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,AT&T Center,"754,562","18,404"
2012,12,Boston Celtics,E,39,27,0.591,2.52,102.12,99.34,2.78,2.26,102.19,99.69,2.5,29.3,39,27,-0.26,2.26,101,98.2,90.4,0.257,0.194,0.535,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216,TD Garden,"614,592","18,624"
2004,3,Sacramento Kings,W,55,27,0.671,5.01,110.87,105.42,5.45,5.41,111.02,105.14,5.88,29.3,55,27,0.4,5.41,110.3,104.9,92.8,0.305,0.223,0.554,0.507,13,26,0.242,0.483,13.7,69.8,0.193,ARCO Arena (II),"709,997","17,317"
2008,8,Phoenix Suns,W,55,27,0.671,5.05,114.04,108.77,5.27,5.14,114.22,108.86,5.36,29.3,54,28,0.09,5.14,113.3,108.1,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,US Airways Center,"755,302","18,422"
2010,11,Boston Celtics,E,50,32,0.61,3.66,108.65,104.62,4.03,3.37,108.5,104.79,3.72,29.4,52,30,-0.29,3.37,107.7,103.8,91.6,0.332,0.228,0.564,0.522,14.5,22.8,0.248,0.487,14.9,73.8,0.251,TD Garden,"763,584","18,624"
2013,15,Dallas Mavericks,W,41,41,0.5,-0.6,106.66,107.14,-0.48,-0.24,106.74,106.82,-0.09,29.5,39,43,0.36,-0.24,105.9,106.5,94.1,0.242,0.236,0.544,0.506,13,21.8,0.192,0.492,13.3,73.1,0.227,American Airlines Center,"821,490","20,036"
2017,11,Memphis Grizzlies,W,43,39,0.524,0.49,108.59,107.89,0.7,0.96,108.71,107.55,1.17,29.5,42,40,0.47,0.96,107.7,107.1,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,FedEx Forum,"677,314","16,520"
2009,12,Phoenix Suns,W,46,36,0.561,1.93,114.2,112.3,1.89,1.62,114.12,112.55,1.57,29.5,46,36,-0.31,1.62,113.6,111.6,96,0.336,0.216,0.584,0.545,14.4,27.7,0.25,0.511,12.8,71.7,0.233,US Airways Center,"755,302","18,422"
2000,11,New York Knicks,E,50,32,0.61,1.46,103.1,101.53,1.58,1.3,102.89,101.48,1.4,29.5,46,36,-0.16,1.3,102.5,100.9,89.2,0.283,0.147,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251,Madison Square Garden (IV),"810,103",
2002,10,Detroit Pistons,E,50,32,0.61,2.13,105.77,103.43,2.33,1.69,105.63,103.8,1.83,29.5,48,34,-0.45,1.69,104.8,102.4,90,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,The Palace of Auburn Hills,"760,807","18,556"
2011,6,Boston Celtics,E,56,26,0.683,5.37,107.36,101.46,5.9,4.83,107.03,101.73,5.3,29.5,57,25,-0.54,4.83,106.2,100.3,90.4,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235,TD Garden,"763,584","18,624"
2001,1,San Antonio Spurs,W,58,24,0.707,7.76,107.36,98.64,8.72,7.92,107.2,98.31,8.89,29.5,63,19,0.16,7.92,106.6,98,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182,Alamodome,"913,176","22,273"
2004,19,New York Knicks,E,39,43,0.476,-1.48,102.39,104.02,-1.63,-1.97,102.4,104.56,-2.17,29.6,36,46,-0.49,-1.97,101.7,103.3,89.5,0.266,0.171,0.518,0.474,15.1,28,0.211,0.461,13.2,72.8,0.259,Madison Square Garden (IV),"785,739","19,164"
2011,16,Phoenix Suns,W,40,42,0.488,-0.89,110.2,111.15,-0.94,-0.46,110.35,110.83,-0.47,29.6,39,43,0.43,-0.46,109.5,110.4,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211,US Airways Center,"720,249","17,567"
2015,8,Memphis Grizzlies,W,55,27,0.671,3.24,106.44,102.9,3.55,3.62,106.35,102.41,3.94,29.6,50,32,0.38,3.62,105.7,102.2,92,0.276,0.184,0.531,0.489,12.6,24.7,0.214,0.492,14.5,75.3,0.183,FedEx Forum,"710,502","17,329"
2000,2,Portland Trail Blazers,W,59,23,0.72,6.4,108.75,101.67,7.08,6.37,108.71,101.68,7.03,29.6,59,23,-0.04,6.36,107.9,100.8,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217,Rose Garden Arena,"835,078",
2017,2,San Antonio Spurs,W,61,21,0.744,7.2,111.81,104.25,7.56,7.13,111.62,104.12,7.49,29.6,60,22,-0.06,7.13,111.1,103.5,94.2,0.263,0.281,0.564,0.524,12.6,24,0.21,0.492,13.5,77.6,0.192,AT&T Center,"755,347","18,423"
2012,13,Los Angeles Lakers,W,41,25,0.621,1.42,106.62,105.07,1.55,1.96,106.6,104.45,2.15,29.7,36,30,0.54,1.96,106,104.4,90.5,0.299,0.209,0.534,0.491,14.2,29.1,0.226,0.476,10.7,74.8,0.158,STAPLES Center,"626,901","18,997"
2005,5,Houston Rockets,W,51,31,0.622,4.04,107.03,102.57,4.46,4.26,106.85,102.15,4.7,29.7,53,29,0.23,4.27,106.2,101.7,88.8,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.459,12.9,74.5,0.245,Toyota Center,"663,444","16,182"
2016,6,Los Angeles Clippers,W,53,29,0.646,4.28,109.04,104.57,4.47,4.13,108.69,104.39,4.31,29.7,53,29,-0.15,4.13,108.3,103.8,95.8,0.318,0.324,0.556,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222,STAPLES Center,"786,910","19,193"
2004,2,Minnesota Timberwolves,W,58,24,0.707,5.49,106.53,100.3,6.23,5.86,106.41,99.79,6.62,29.7,57,25,0.37,5.86,105.9,99.7,89,0.265,0.137,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215,Target Center,"723,071","17,636"
2001,11,New York Knicks,E,48,34,0.585,2.63,102.12,99.01,3.11,1.98,101.82,99.44,2.38,29.8,50,32,-0.65,1.98,101.2,98.2,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24,Madison Square Garden (IV),"810,283","19,763"
2015,3,San Antonio Spurs,W,55,27,0.671,6.2,109.25,102.61,6.64,6.34,109.09,102.3,6.79,29.8,58,24,0.14,6.34,108.5,102,93.8,0.256,0.269,0.555,0.517,13.1,23.4,0.2,0.484,13.3,77.3,0.19,AT&T Center,"762,855","18,606"
2004,7,Los Angeles Lakers,W,56,26,0.683,3.9,106.23,102.06,4.16,4.35,106.2,101.54,4.65,29.8,52,30,0.45,4.35,105.5,101.3,92.3,0.352,0.167,0.522,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222,STAPLES Center,"777,757","18,970"
2006,1,San Antonio Spurs,W,63,19,0.768,6.82,108.02,100.32,7.7,6.69,107.93,100.38,7.54,29.8,61,21,-0.13,6.69,107.3,99.6,88.5,0.298,0.215,0.546,0.513,13.6,26,0.209,0.457,13.5,74.2,0.22,SBC Center,"770,677","18,797"
2018,1,Houston Rockets,W,65,17,0.793,8.48,115.48,106.84,8.64,8.21,115.45,107.08,8.37,29.8,61,21,-0.27,8.21,114.7,106.1,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,Toyota Center,"732,722","17,871"
2002,11,Utah Jazz,W,44,38,0.537,0.89,106.57,105.33,1.25,1.2,106.52,104.93,1.6,29.9,44,38,0.32,1.21,105.6,104.6,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286,Delta Center,"766,108","18,686"
2001,14,Toronto Raptors,E,47,35,0.573,2.26,106.64,104.23,2.41,1.69,106.62,104.83,1.79,29.9,48,34,-0.57,1.69,105.9,103.4,90.9,0.285,0.167,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212,Air Canada Centre,"793,256","19,348"
2015,9,Dallas Mavericks,W,50,32,0.61,2.9,110.3,107.14,3.16,3.36,110.51,106.87,3.64,29.9,49,33,0.46,3.36,109.5,106.4,95.2,0.262,0.296,0.55,0.515,11.9,23.6,0.197,0.503,14.7,72.2,0.204,American Airlines Center,"827,702","20,188"
2014,20,Brooklyn Nets,E,44,38,0.537,-1,107.42,108.63,-1.21,-1.58,107.36,109.16,-1.8,30,38,44,-0.58,-1.58,106.7,107.7,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,Barclays Center,"707,331","17,252"
2017,4,Los Angeles Clippers,W,51,31,0.622,4.29,113.38,108.88,4.5,4.42,113.46,108.82,4.64,30,52,30,0.13,4.42,112.7,108.2,96.1,0.312,0.329,0.574,0.537,12,21.5,0.233,0.506,12.1,76.9,0.211,STAPLES Center,"782,609","19,088"
2002,21,Miami Heat,E,36,46,0.439,-1.54,99.28,101.15,-1.88,-1.85,99.08,101.31,-2.22,30.1,36,46,-0.31,-1.84,98.5,100.2,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74,0.249,AmericanAirlines Arena,"655,549","15,989"
2001,5,Portland Trail Blazers,W,50,32,0.61,4.2,107.08,102.54,4.53,4.52,107.11,102.21,4.9,30.1,53,29,0.33,4.52,106.5,101.8,89.1,0.296,0.165,0.539,0.497,14.8,30,0.225,0.47,14.3,72.4,0.223,Rose Garden Arena,"831,376","20,277"
2003,21,New York Knicks,E,37,45,0.451,-1.35,105.34,106.81,-1.47,-1.61,105.37,107.12,-1.75,30.2,37,45,-0.26,-1.61,104.7,106.2,90.7,0.241,0.235,0.528,0.486,13.4,24.4,0.196,0.485,13.7,71.8,0.261,Madison Square Garden (IV),"779,479","19,012"
2013,7,New York Knicks,E,54,28,0.659,4.23,111.83,106.92,4.91,3.73,111.88,107.53,4.35,30.2,53,29,-0.5,3.73,111.1,106.3,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216,Madison Square Garden (IV),"780,353","19,033"
2011,3,Los Angeles Lakers,W,57,25,0.695,6.11,111.61,105,6.61,6.01,111.4,104.89,6.51,30.2,58,24,-0.1,6.01,111,104.3,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181,STAPLES Center,"778,877","18,997"
2002,23,New York Knicks,E,30,52,0.366,-3.99,102.02,106.38,-4.36,-4.15,102.1,106.66,-4.56,30.3,29,53,-0.16,-4.15,101.5,105.9,89.7,0.274,0.206,0.514,0.468,14,25.6,0.216,0.479,12.9,71.9,0.236,Madison Square Garden (IV),"810,283","19,763"
2004,18,New Orleans Hornets,E,41,41,0.5,-0.1,103.36,103.47,-0.12,-0.72,103.25,104.05,-0.79,30.3,41,41,-0.62,-0.72,102.3,102.4,89.1,0.293,0.252,0.505,0.46,14.1,30.6,0.22,0.476,15,71.3,0.218,New Orleans Arena,"587,613","14,332"
2016,16,Dallas Mavericks,W,42,40,0.512,-0.3,107.29,107.48,-0.19,-0.02,107.24,107.13,0.11,30.3,40,42,0.29,-0.02,106.7,107,94.3,0.265,0.339,0.544,0.502,12,20.6,0.211,0.504,12.8,76.2,0.198,American Airlines Center,"825,901","20,144"
2013,2,Miami Heat,E,66,16,0.805,7.87,113.43,104.77,8.67,7.03,113.28,105.53,7.75,30.3,62,20,-0.84,7.03,112.3,103.7,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73,0.2,AmericanAirlines Arena,"819,290","19,983"
